SUBJECT,SUBJECT_DESC,CRSE_TITLE,CRSE_NUMB,COURSE_DESC,PREREQ,CREDIT_HOURS,DISTRIBUTION,,
IS,Information Science,Information Systems Management,204,"In this course students will learn how to manage information systems, solving problems within the framework of time and budgetary constraints. Prioritization, concept, planning and communication skills are developed. The management of new technologies will be presented and discussed. Prerequisite: IS 140. NOTE: Offered fall semesters only. Contact Hours: (3,0)",,3,Business/Computer,,
IS,Information Science,Intro Computer Game Graphics,206,"This course is designed to introduce students to the different areas of the computer game graphics programming. Among the topics to be discussed are programming conventions, mathematics of graphics, 3D Fundamentals, Gouraud shading, texture-mapping, animation and shading. Students will practice the techniques covered by developing working C++ and/or C# game programs. Prerequisite: IS 125. Contact Hours: (3,0)",,3,Technology/Applied Science,,
IS,Information Science,Microcomputer Operating System,207,"This course provides students with both a practical and theoretical understanding of operating systems and their role in modern computer systems.  Topics include process management, virtual memory, device management, spooling, multitasking, network connectivity, file system, and security.  The installation, configuration, management, and troubleshooting of a current Microsoft Windows operating system will be covered in detail. Contact Hours: (2,2)",,3,Business/Computer,,
IS,Information Science,Microcomputer Hardware,208,"This course introduces students to microcomputer hardware components. Students will learn how to upgrade, repair and troubleshoot a microcomputer system. Proper use of hardware and diagnostic tools will be taught. Students will learn how to add peripheral devices, including the loading of device drivers. This course closely follows the A+ Certification curriculum for Microcomputer Hardware. NOTE: Offered spring semesters only. Contact Hours: (2,2)",,3,Business/Computer,,
IS,Information Science,LINUX,209,"This course teaches students how to use and administer the Linux Operating System. Prerequisite: IS 207 or permission of the instructor. NOTE: Offered fall semesters only. Contact Hours: (2,2)",IS 207,3,Business/Computer,,
IS,Information Science,Database Management,212,"This is a comprehensive course in database management with a focus on the effective use of database systems and database design.  Topics will include database concept, relational database, entity integrity, normalization of tables, functions, and Structured Query Language (SQL). Prerequisite: IS 115. NOTE: Offered fall semesters only. Contact Hours: (2,2)",,3,Business/Computer,,
IS,Information Science,Advanced Prog Techniques,222,"This course is an introduction to programming a visual user interface. Topics include elements of a visual interface, implementation of methods, use of predefined classes and programmer defined classes. Concepts will be illustrated using Visual C++.NET. Prerequisite: IS 125. NOTE: Offered spring semesters only. Contact Hours: (2,2)",,3,Business/Computer,,
IS,Information Science,Data Structures,224,"This course studies data structures including arrays, linked lists, stacks, queues, trees and graphs. Topics include specification and implementation of Abstract Data Types and efficiency of sorting and searching algorithms. The level of data description, and its role in the selection of appropriate data structures, is examined. Principles will be illustrated using the C++ programming language. Prerequisite: IS 125. NOTE: Offered fall semesters only. Contact Hours: (2,2)",IS 125,3,Business/Computer,,
IS,Information Science,Database Theory,230,"This course provides an introduction to data base theory and concepts. Topics include data modules, data normalization, data description and query languages, file organizations, file security and data manipulation using data base systems. NOTE: Offered spring semesters only. Contact Hours: (3,0)",,3,Business/Computer,,
IS,Information Science,Web Programming I,235,"This course will provide the student with a solid background in programming and design concepts used in developing a web site.  Topics include web overview, coding HTML and other web languages.  NOTE: Offered fall semesters only. Contact Hours: (2,2)",,3,Business/Computer,,
IS,Information Science,Networking Topics,237,"This course teaches students various topics on Networking hardware, software and operating systems. The specific topics covered depend upon both the need of the students for that semester as well as newly developed technologies and strategies for maintaining computer networks. Prerequisite: IS 241. NOTE: Offered spring semesters only. Contact Hours: (2,2)",,3,Business/Computer,,
IS,Information Science,Info Systems Fieldwork,238,"This course is designed for students seeking a career in the Information Science environment. Students will be placed as interns in a local business or with HCCC's Academic Computing Services totaling 120 hours. The fieldwork will consist of students applying their computer skills to accomplish various tasks. This course is open to fourth semester Information Science majors with a GPA of 3.0 or higher in Information Science courses. Students must obtain the sponsorship of a faculty member before registering for the course. Contact Hours: (0,0)",,3,Business/Computer,,
IS,Information Science,Video Game Devel Sr Prj,239,"This course is designed to provide students with a collaborative senior project that combines both the creative and technical aspects of video game development. Specifically, students will create a story line, design necessary art, and program either a new game idea with a playable demonstrator or create a significant modification of an already published game. Students will attend lecture and guidance sessions with instructors and work together in project groups in a laboratory setting. This course is cross-listed with HU 239. Contact Hours: (3,0)",,3,Technology/Applied Science,,
IS,Information Science,Network Administration I,241,"This course teaches students how to perform many of the day-to-day tasks of network administration primarily using Windows Server. These tasks include creating user and group accounts, administering user and group accounts, securing network resources, network printing and monitoring resources. Prerequisite: IS 140 or permission of instructor. NOTE: Offered spring semesters only. Contact Hours: (2,2)",,3,Business/Computer,,
IS,Information Science,Network Administration II,242,"This course teaches students how to perform many of the more advanced tasks of network administration using routers, firewalls, and Windows server services. These tasks include: configuring routing protocols, VLANs, NAT/PAT, VPN, remote administration and task automation. Prerequisite: IS 241. NOTE: Offered fall semesters only. Contact Hours: (2,2)",IS 241,3,Business/Computer,,
IS,Information Science,Network Applications,250,"This course will teach students to set up and maintain network-based servers and services.  This includes the back-end servers supporting these services including web database and media servers.  Prerequisite:  IS 140 and IS 209 or IS 120 and IS 130.  Note: Offered spring semesters only. Contact Hours: (2,2)",,3,Business/Computer,,
IS,Information Science,Computer/Network Security,260,"The purpose of this course is to introduce computer and network security. The main portion of the course will focus on security threats and virus issues involved in information technology today. This will include the definition and classification of threats and the common prevention methods including PC, LAN and WAN protection. This will also include securing common services. Prerequisites: IS 140 and IS 209. NOTE: Offered spring semesters only. Contact Hours: (2,2)",,3,Business/Computer,,
MA,Mathematics,Elementary Algebra,95,"This course is designed for students with weak or non-existent algebra skills. Some of the topics to be included are algebraic expressions, linear equations, word problems, graphing straight lines, systems of linear equations, factoring, and radicals. Computer software may be used to enhance the learning experience. Proficiency must be shown in classwork and on the final exam with a 'C' or better. NOTE: This is a three credit hour course that counts toward full-time status, but does not count toward graduation credit. Contact Hours: (3,0)",,3,Business/Computer,,
MA,Mathematics,Financial Mathematics,123,"Mathematics are applied to financial operations. Topics include interest and discounts, credit and payments, taxes, financial analysis, statistics, charting and graphing, business operations and basic geometry. Contact Hours: (3,0)", ,3,Business/Computer,,
MA,Mathematics,Contemporary Math,124,"This course is intended to explore some basic mathematical concepts of general interest and use to students in the liberal arts. Topics include inductive and deductive reasoning; techniques for solving problems; set theory; number theory and the real number system; and logic. Additional topics will be chosen from among the following: number representation and calculation; equations and inequalities; graphs, functions, and linear systems; consumer mathematics and financial management; geometry; counting methods and probability theory; and statistics. Prerequisite: MA 095 or sufficient placement scores. Contact Hours: (3,0)", ,3,Business/Computer,,
MA,Mathematics,Basic Concepts of Math I,125,"This course is the first of a two-course sequence designed to introduce students to the basic structure of mathematics. Topics cover the structure of real numbers through a careful development of subsystems, to include the natural numbers, the whole numbers, integers, rational numbers and decimals, together with operations on them. Numeration systems including bases other than ten are discussed. The language and nature of deductive reasoning together with basic elements of set theory are introduced. Problem solving is emphasized.  The sequence is appropriate for students preparing to teach at the elementary school level. Prerequisite: MA 095 or sufficient placement score. NOTE: Offered fall semesters only. Contact Hours: (3,0)", ,3,Business/Computer,,
MA,Mathematics,Basic Concepts of Math II,126,"This course is the second of a two-course sequence. Topics are chosen from an introduction to elementary number theory, elementary geometry, measurement, coordinate geometry and transformations, probability, statistics and consumer mathematics. Applications, problem solving and the use of technological tools will be introduced. Prerequisite: MA 125. NOTE: Offered spring semesters only. Contact Hours: (3,0)",,3,Business/Computer,,
MA,Mathematics,Mathematical Statistics I,127,"This course is designed to explore topics from descriptive and inferential statistics: graphing, measures of central tendency and variation, probability, Central Limit Theorem, estimation, the binomial distribution, the normal distribution and hypothesis testing. The laboratory provides hands-on technology experience using a statistical software package. Prerequisite: MA 095 or sufficient placement score. Online sections of this course will also require (in addition to the textbook/material requirements:1. The textbook is, Elementary Statistics Picturing the World, by Larson/Farber, 6th Edition, hard copy or online version available through the Herkimer College bookstore or on the Pearson website.2. Minitab Express Software (six month rental required). Minitab rentals:OnTheHub offers rental options for all of the Minitab products including the new Minitab Express for Mac or for PC. Students can purchase on-line and download straight to their pc. You will be required to provide a campus email address (.edu) or other proof of your academic status. OnTheHub offers a 6-month rental for $29.99 or a 12-month rental for $49.99. To purchase simply go to www.OnTheHub.com/minitab.  Within the Minitab program are videos to get you started, how-to guides and a data set library.3. Pearson MyStatLab Access Code which is available through the Herkimer College bookstore or on the Pearson website. Contact Hours: (3,1)", ,3,Business/Computer,,
MA,Mathematics,Mathematical Statistics II,128,"The techniques of sampling, organizing, and graphing data, as well as analysis techniques learned in MA 127, will be geared toward the presentation of a major project in statistics. The course topics include an in-depth study of regression and correlation, Chi-squares, F-distribution, ANOVA and nonparametric statistics. A calculator is required. The course is computer-assisted. Prerequisite: MA 127. NOTE: Offered spring semesters only. Contact Hours: (3,0)",,3,Business/Computer,,
MA,Mathematics,Intermediate Algebra,130,"This course is designed to give a thorough treatment of those topics in algebra necessary for success in later mathematics courses. Topics include fundamental algebraic operations, exponents, radicals, absolute value, factoring, algebraic fractions, equations, inequalities, complex numbers and graphing. Prerequisite: MA 095 or sufficient placement score. Contact Hours: (3,0)", ,3,Business/Computer,,
MA,Mathematics,College Algebra & Trig,132,"This course includes topics in both intermediate and advanced algebra and right triangle trigonometry. The course will deal with equations, inequalities, graphing, polynomials, rational expressions, and trigonometric functions including trigonometric functions as circular functions, trigonometric identities and equations. Prerequisite: MA 130 or high school equivalent. Contact Hours: (3,0)", ,3,Business/Computer,,
MA,Mathematics,Pre-Calculus Math,141,"The study of polynomial, rational, trigonometric, logarithmic and exponential functions; in particular, the algebra and the curve sketching techniques involved with these functions. Prerequisite: MA 132 or high school equivalent. Contact Hours: (3,0)",MA 132,3,Business/Computer,,
MA,Mathematics,Calculus I,245,"An introduction to calculus, including functions, limits, continuity, differentiability, the derivative, the derivatives of simple functions and trigonometric functions, and the application of the derivative and antidifferentiation. Prerequisite: MA 141 Pre-calculus Mathematics, or high school equivalent. NOTE: Offered fall semesters only. Contact Hours: (4,0)", ,4,Business/Computer,,
MA,Mathematics,Calculus II,246,"Topics include the definite integral with applications, techniques of integration, differentiation and integration of logarithmic and exponential functions, integration of trigonometric functions, infinite series and conic sections. Prerequisite: MA 245. NOTE: Offered spring semesters only. Contact Hours: (4,0)",MA 245,4,Business/Computer,,
MA,Mathematics,Calculus III,247,"Topics include plane curves, parametric equations, polar coordinates, vectors and geometry in space, vector-valued functions, functions of several variables, multiple integration, vector fields and line integrals.  Prerequisite:  MA 246. Contact Hours: (4,0)",MA 246,4,Business/Computer,,
MA,Mathematics,Differential Equations,251,"Topics include definitions and properties of differential equations; differential equations of first degree and order; application, linear independence; general solutions to homogeneous and non-homogeneous equations; and differential operators.  Prerequisites:  MA 245 and MA 246. Contact Hours: (3,0)",,3,Business/Computer,,
MA,Mathematics,Math Modeling of Systems,254,"This course provides a thorough study in the application of mathematical techniques for the modeling of a system. Students are engaged in translating the physical systems observed in business and science into a set of equations which describe the system.  Students will construct a mathematical model on a topic of their choice.  A portion of the course includes computer applications.  Prerequisites:  MA 245 and MA 246 or permission of instructor. Contact Hours: (3,0)",,3,Business/Computer,,
MA,Mathematics,Applied Probability,255,"This course is an introduction to probability and statistics, including basic theory of probability, discrete and continuous probability distributions, and multivariate distributions.  Applications of probability will be a major component to this course.  Successful completion of this course will prepare a student for the SOA/CAS Exam 1/P.    Prerequisite:  MA 246. Contact Hours: (3,0)",,3,Business/Computer,,
MA,Mathematics,Linear Algebra,262,"This course studies operations with matrices and their applications, computational properties of determinants, development of the properties of vector spaces with examples, and properties and applications of linear transformation on vector spaces.  Includes computer applications.  Prerequisites:  MA 245 and MA 246 or permission of instructor. Contact Hours: (3,0)",MA 245,3,Business/Computer,,
MT,Medical Coder/Transcriptionist,Medical Coding I,111,"This course introduces the student to the Medical Coding profession, focusing on the application of the ICD-10-CM coding system with exposure to ICD-10-PCS codes. Note: Offered fall semesters only. Contact Hours: (3,0)",,3,Business/Computer,,
MT,Medical Coder/Transcriptionist,Medical Coding II,112,"This course will introduce the student to the Current Procedural Terminology (CPT) Coding System.  The student will learn to understand and apply CPT codes while reviewing medical records and the HCPS coding system. NOTE: Offered spring semesters only. Contact Hours: (3,0)",,3,Business/Computer,,
MT,Medical Coder/Transcriptionist,Medical Terminology,115,"This course presents a programmed-learning word-building systems approach to the study of basic medical terminology.  The instructor serves as a facilitator with the student as a self-directed learner.  Prefixes, suffixes, word roots, combining forms, special endings, abbreviations, and symbols are included in the content.  Emphasis is placed on word building, spelling, definition, and pronunciation of commonly used medical terms. NOTE: Offered fall semesters only. Contact Hours: (2,2)",,3,Business/Computer,,
MT,Medical Coder/Transcriptionist,Medical Transcription,116,"This course is an introduction to medical transcription and to medical references.   Accurate transcription of medical reports is emphasized.  Medical terminology, language skills, and medical transcription skills are introduced and reinforced.  Transcription of reports of inpatient and outpatient case studies are available through audio CD, WAV files downloaded from the Internet, or audiotapes.  Prerequisites are MT 115 and IS 113 or permission of instructor. NOTE: Offered spring semesters only. Contact Hours: (2,2)",,3,Business/Computer,,
PE,Physical Education,Racquet Sports,113,"Students will learn and be able to demonstrate the skills of racquet sports including tennis and badminton at the beginning, intermediate and advanced levels.  They will also be taught instructional techniques and be able to demonstrate these skills proficiently in a teaching environment.  Majors only. Contact Hours: (0,3)",,1,Allied Health & Phys Education,,
PE,Physical Education,Soccer,114,"Students will learn and be able to demonstrate the skills of soccer at the beginning, intermediate and advanced levels. They will also be taught instructional techniques and be able to demonstrate these skills proficiently in a teaching environment. Rules and strategies will be explored. Majors only. NOTE: Offered spring semesters only. Contact Hours: (0,1.5)",,0.5,Allied Health & Phys Education,,
PE,Physical Education,"Fund Dance, Rhythm & Move",115,"This class is designed to give students the fundamental skills and knowledge of body movements and dance techniques.  Students will be learning rhythmic techniques and movements as well as developing their own sense of rhythm.  Students will also be developing their own style of teaching different techniques and dances.  Majors only. Contact Hours: (0,3)",,1,Allied Health & Phys Education,,
PE,Physical Education,Basketball,116,"Students will learn and be able to demonstrate the skills of basketball at the beginning and intermediate levels. They will also be taught instructional techniques and be able to demonstrate these skills proficiently in a teaching environment. Students will create lesson plans.  History, rules, offensive and defensive strategies and current trends will be covered.  Majors only. NOTE: Offered fall semesters only. Contact Hours: (0,1.5)",,0.5,Allied Health & Phys Education,,
PE,Physical Education,Aquatics,118,"This course is designed to provide students with the fundamental skills of swimming. This course covers the basics from the beginner to the advanced swimmer with an emphasis on teaching techniques.  Students will learn all of the swim strokes and dive skills as well. Majors only. Contact Hours: (0,3)",,1,Allied Health & Phys Education,,
PE,Physical Education,Found of Physical Educ & Sport,120,"This course is designed to provide students with a sound foundation of the history, current developments and future challenges of physical education and its outgrowth field. The psychomotor, affective and cognitive domains of physical education with career opportunities and future developments of physical education will be discussed. Contact Hours: (3,0)",,3,Allied Health & Phys Education,,
PE,Physical Education,Volleyball,121,"Students will learn and be able to demonstrate the skills of volleyball at the beginning and intermediate levels. They will also be taught instructional techniques and be able to demonstrate these skills proficiently in a teaching environment. Rules, scoring and strategies will be explored. Majors only. NOTE: Offered spring semesters only. Contact Hours: (0,1.5)",,0.5,Allied Health & Phys Education,,
PE,Physical Education,Softball,126,"Students will learn and be able to demonstrate the skills of softball at an intermediate level. They will also be taught instructional techniques and be able to demonstrate these skills proficiently in a teaching environment. Majors only. Contact Hours: (0,1.5)",,0.5,Allied Health & Phys Education,,
PE,Physical Education,Physical Fitness,130,"Students will learn and be able to demonstrate the skills of physical fitness at an intermediate level. They will also be taught instructional techniques and be able to demonstrate these skills proficiently in a teaching environment. Majors only. Contact Hours: (1,1)",,1,Allied Health & Phys Education,,
PE,Physical Education,Phys Ed Activities,131,"Designed to fulfill the Physical Education requirement in all non-PE related majors degree programs, students choose two of the following activities dependent on the semester offered: aerobics, badminton, basketball, beginning swimming, cross-country skiing, fitness swim, golf, indoor/outdoor soccer, self-defense, speed and agility, softball, strength and conditioning, tennis, volleyball and walking. Non-Majors only - fulfills PE requirement. Contact Hours: (0,2)",,1,Allied Health & Phys Education,,
PE,Physical Education,Phys Ed Activities,132,"Students choose from two of the activities listed in PE 131 that have not been previously taken. Non-majors only - fulfills PE Requirement. Contact Hours: (0,2)",,1,Allied Health & Phys Education,,
PE,Physical Education,Phys Ed Activities,133,"Students choose from two of the activities listed in PE 131 that have not been previously taken. Non-majors only - fulfills PE requirement. Contact Hours: (0,2)",,1,Allied Health & Phys Education,,
PE,Physical Education,Phys Ed Activities,134,"Students choose from two of the activities listed in PE 131 that have not been previously taken. Non-majors only - fulfills PE requirement. Contact Hours: (0,2)",,1,Allied Health & Phys Education,,
PE,Physical Education,Physical Fitness I,136,"This course is designed as an orientation to health appraisal through the use of the Super Circuit Fitness Center. Increased muscular and cardiovascular endurance is acquired. Non-majors only - fulfills PE requirement. Contact Hours: (0,2)",,1,Allied Health & Phys Education,,
PE,Physical Education,Physical Fitness II,137,"This course is a continuation of PE 136 Physical Fitness I with additional emphasis being placed on aerobic conditioning activities.  Prerequisite: PE 136. Students must receive a grade of C"" or higher in PE 136", Physical Fitness I.  Non-Majors Only--fulfills PE requirement. Contact Hours: (0,"2)""",PE 136,1,Allied Health & Phys Education
PE,Physical Education,Phys Ed Criminal Justice Maj,140,"The course is designed to provide criminal justice major students with the proper fitness training to help them pass with a minimum of 40 percent in all categories of the State Physical Fitness Test: dynamic strength, aerobic power test and flexibility. NOTE: Offered spring semesters only. Contact Hours: (2,1)",,2,Allied Health & Phys Education,,
PE,Physical Education,Track,141,"Students will learn and be able to demonstrate the skills of track and field at the beginning and intermediate levels. They will also be taught instructional techniques and be able to demonstrate these skills proficiently in a teaching environment. Conditioning, rules and personnel will be covered. Students will learn the training methods and rules of cross country. Majors only. Contact Hours: (0,3)",,1,Allied Health & Phys Education,,
PE,Physical Education,Team Sports,142,"This course is designed to give students the knowledge and understanding of playing team sports.  Students will be learning and performing the fundamental skills involved in several team games including football, lacrosse, floor hockey, etc.  They will also be taught instructional techniques and be able to demonstrate proficiency in the classroom environment.  Majors only. Contact Hours: (0,3)",,1,Allied Health & Phys Education,,
PE,Physical Education,Adventure Curr & Coop Act,148,"This course will assist students in developing team cooperation, trust, communication skills and problem solving skills.  Included will be innovative warm-up activities and conditioning exercises, group cooperation, personal and group problem solving initiatives, spotting skills, trust activities and skills associated with facing their own perceived limitations.  Teamwork will be developed through working, playing and accomplishing goals together as a group.  The students will learn in a friendly and supportive environment which will enable them to learn the basics of trust, cooperation and healthy risk-taking behaviors.  Majors only. Contact Hours: (1,2)",,2,Allied Health & Phys Education,,
PE,Physical Education,Fund of Gymnastic Activities,150,"Students will learn and be able to demonstrate the skills of apparatus and floor exercise at the beginning and intermediate levels. They will also be taught instructional techniques and be able to demonstrate these skills proficiently in a teaching environment. Majors only. Contact Hours: (0,3)",,1,Allied Health & Phys Education,,
PE,Physical Education,Coaching Princ & Theories,156,"This class is designed to give students the understanding and knowledge of what it takes to be a good, successful coach.  Students will learn and develop coaching strategies and coaching philosophies that best suit their sport of choice.  Students will also learn the role of a coach, how to create practice plans and different styles of coaching at different levels.  Majors only. Contact Hours: (3,0)",,3,Allied Health & Phys Education,,
PE,Physical Education,Adapted PE and Sport,157,"This course seeks to provide students with the theoretical and practical knowledge to plan and implement appropriate physical education programs for students with disabilities.  Focus is on integrated settings with emphasis on the adaptation of physical education to needs of children with physical, intellectual, emotional or sensory disabilities.  Strategies for program planning and implementation include writing IEPs, activity/equipment adaptation and techniques of teaching. Majors only. NOTE: Offered spring semesters only. Contact Hours: (3,0)",,3,Allied Health & Phys Education,,
PE,Physical Education,Introduction to Recreation,160,"This course is designed to introduce the student to the different aspects of both Indoor and outdoor recreation.  Aspects include but are not limited to:  history, leadership roles, values of recreation, management roles, liabilities, recreational opportunities and indoor/outdoor activities.  These activities may include orienteering, hiking, arts and crafts, event planning, games and tournament set up.  Activities for all age groups will be explored. Contact Hours: (3,0)",,3,Allied Health & Phys Education,,
PE,Physical Education,Lifeguard Training,170,"This course teaches the necessary skills training for a person to qualify as a water safety lifeguard. It involves explanations, demonstrations, practice and review of the rescue skills essential for lifeguards. The course also includes instruction in First Aid, CPR for the Professional Rescuer and Waterfront Module. Upon successful completion, the student will receive the following certificates: American Red Cross Lifeguard Training, and CPR/AED for the Professional Rescuer. Contact Hours: (0,3)",,1,Allied Health & Phys Education,,
PL,Paralegal,Intro to Law for Paralegals,100,"This course provides students with a historical and sociological perspective of the law and our legal system.  Areas of study include the structure of American government, sources of law, basic terminology and procedures, ethical standards of practice, and the structure of the federal and state court systems.  An introduction to the major substantive areas of the law and to legal analysis provides the student with the foundation necessary for further paralegal study. Note: Offered fall semesters only. Contact Hours: (3,0)",,3,Business/Computer,,
PL,Paralegal,Legal Research & Writing,110,"This course prepares students to research legal questions with particular emphasis on federal and New York State law. Students are instructed in the use of computer assisted legal research (CALR). Emphasis is placed on the ability to research, organize and draft legal memoranda.  NOTE: Offered spring semesters only. Contact Hours: (3,0)",,3,Business/Computer,,
PL,Paralegal,Civil Litigation and Procedure,112,"This course will provide students with critical procedural skills needed to commence and maintain a lawsuit in both state and federal courts.  Students will also learn vital skills necessary in the paralegal profession, such as client interviewing, ethics, file organizations, and drafting of pleadings and motion papers.  Federal and State laws and procedures relating to civil litigation process such as jurisdiction and the legal aspects of initiating and responding to a civil action are covered.  Detailed attention is paid to the discovery process, rules of evidence, and ethical issues. Note: Offered spring semesters only. Contact Hours: (3,0)",,3,Business/Computer,,
PL,Paralegal,Real Estate Law,211,"This course examines the law of real property and surveys the more common types of real estate transactions, estates in land, concurrent ownership, conveyances, and related documents. Drafting problems involving these instruments are also covered. A study of the recording system and closing procedures is presented as well as an introduction to the legal aspects of leases and the landlord and tenant relationship. Ethical issues related to real estate law are addressed throughout the class. Note: Offered fall semesters only. Contact Hours: (3,0)",,3,Business/Computer,,
PL,Paralegal,Administration of Estates,221,"This course provides information and procedures on wills, trusts, estates, probate, accounting, administration, devises, bequests, lapse, after-born children, will execution, life insurance, and estate planning.  Ethical issues are an integral part of this course. This course is designed to prepare and qualify graduates of the paralegal curriculum to accept positions in law offices, banks, trust companies, real estate offices, and other institutions by providing a basic understanding of the nature of estate administration, estate documents, and the parties typically involved therein.  Note: Offered fall semesters only. Contact Hours: (3,0)",,3,Business/Computer,,
PL,Paralegal,Family Law,231,"This course studies the law pertaining to the formation and dissolution of the marital relationship, asset/debt allocation in divorce, child custody and visitation, legitimacy, adoption, guardianship, spousal and child support, domestic violence issues, and separation and settlement agreements.  The drafting of relevant pleadings, as well as the rules of civil procedure as they relate to Family Law, will also be addressed as are issues such as same-sex marriage, single-parent adoptions, ethics, and evolving issues in family law. Note: Offered spring semesters only. Contact Hours: (3,0)",,3,Business/Computer,,
PL,Paralegal,Torts & Personal Injury,251,"This course provides a solid foundation in tort and personal injury law.  Focus is on a thorough exploration of intentional torts, negligence, vicarious liability and strict liability and the appropriate legal defenses to each. The skills developed throughout this course will enable the student to identify, research, and analyze possible tort liability from different perspectives and in a variety of factual settings.  Note: Offered fall semesters only. Contact Hours: (3,0)",,3,Business/Computer,,
PL,Paralegal,Legal Studies Capstone,271,"This course is designed to provide an integrative culminating experience for senior students in the Paralegal Program.  There is a didactic component of the course that is completed by all students which involves various assignments and discussions involving ethics and current issues in the legal profession. Students enrolled in this course must also complete either (a) a ninety (90) contact-hour supervised practical experience in a law firm or other approved legal setting under the supervision of an attorney or (b) they must, under faculty supervision, successfully complete and present a written Capstone project.  Each student may select the option (?a? or ?b? above) that best fits his or her individual circumstances and career goals. This Capstone project will require the student to research, write, and present a major paper on a contemporary legal topic and must demonstrate the student?s ability to integrate the legal knowledge gained throughout the program, ethical standards of the profession, and the student?s critical analysis skills into a written work product.  Prerequisite: Second-year status. Note: Offered spring semesters only. Contact Hours: (3,0)",,3,Business/Computer,,
PT,Physical Therapy,Introduction to Rehabilitation,121,"This course defines for the student the role of the physical therapist assistant and his/her place as a member of the rehabilitation team.  The student learns the history of the profession of physical therapy and is introduced to its professional association, the American Physical Therapy Association (A.P.T.A.).  The rehabilitation philosophy, therapeutic communication, medical and professional conduct, ethics, fraud and abuse, malpractice,  New York State Education Law, federal and state laws impacting physical therapy, the referral process, patient dignity, patient rights, domestic violence and individual and cultural differences are discussed.  The Disablement model, International Classification of Functioning, Disability and Health (ICF) model, the elements of effective patient/client management, plan of care, participation in the operation of a physical therapy service, infection control, clinical problem solving and judgment making, interventions and outcomes are discussed utilizing the Guide to Physical Therapist Practice. The student is introduced to infectious diseases and immune system conditions and discusses the therapy implications for the physical therapist assistant. The student learns the basics of medical terminology and documentation.  Co-requisites:  PT 131 and PT 132. Contact Hours: (3,0)",PT 131,3,Allied Health & Phys Education,,
PT,Physical Therapy,Clin Proc I - Basic Procedures,131,"This lab course is designed to introduce the physical therapist assistant to a variety of basic skills and techniques which make up the patient's plan of care.  Basic patient care skills are learned with consideration for safety and patient comfort.  Students are introduced to safety, body mechanics, positioning, patient transfers, gait training with a variety of ambulatory aids and activities of daily living.  Students also study architectural barriers and are presented with physical challenges within the environment.  Co-requisites:  PT 121 and PT 132. Contact Hours: (0,3)",PT 121,1,Allied Health & Phys Education,,
PT,Physical Therapy,Clinical Proc I - Phys Agents,132,"This course is designed to introduce the physical therapist assistant to a variety of basic skills and techniques which make up the patient's plan of care.  Students are introduced to the application of physical therapy physical agent interventions including specific physics concepts as they apply to the application of physical agents.  Students are expected to demonstrate competency in the application of these skills.  Co-requisites:  PT 121 and PT 131. Contact Hours: (2,3)",,3,Allied Health & Phys Education,,
PT,Physical Therapy,Clinical Kinesiology for PTA,141,"This detailed study of the human body focuses on the internal and external forces acting on the body to produce movement. Students will study the structure of specific joints and how the structure affects their movement and the function of muscles when acting individually and in combination with other muscles. Practical experience will include analysis of the components of human motion, including palpation of bones, ligaments and muscles on the human body. In addition, students will learn to perform posture and gait analysis. Prerequisite SC 253. Co-requisites: PT 142, and PT 143. Contact Hours: (3,3)",,4,Allied Health & Phys Education,,
PT,Physical Therapy,Clin Proc II - Data Collection,142,"This course builds the students' repertoire of clinical skills and techniques and continues to prepare the physical therapist assistant student for implementing the physical therapist's plan of care.  The student learns data-collection skills including measuring joint range of motion using a goniometer or other tools, muscle length testing, sensory, reflex, balance and coordination testing, cranial nerve testing and manual muscle testing, vital sign collection, anthropometric data collection and blood chemistry review.  The student is expected to demonstrate competency in all data collection skills.  Prerequisites:  PT 121, PT 131, PT 132 and SC 253.  Co-requisites:  PT 141 and PT 143. Contact Hours: (2,3)",,3,Allied Health & Phys Education,,
PT,Physical Therapy,Clin Proc II - Advanced Proced,143,"This course builds the students? repertoire of clinical skills and techniques and continues to prepare the physical therapist assistant student for implementing the physical therapist?s plan of care.  The student is introduced to the intervention of therapeutic exercise including passive range of motion, stretching, strengthening, PNF, balance, aerobic, aquatic and other exercise techniques.  The student learns the principles and application of massage.  The student is introduced to integumentary and lymphatic systems, wounds, wound care, bandaging and compression techniques including the clinical implications for physical therapist assistant.  The student is introduced to the hematological system disease pathology including the clinical implications for physical therapist assistants.  The student is expected to demonstrate competency in the application of components of the physical therapists plan of care including the interventions of therapeutic exercise, massage and wound care.  Prerequisites:  PT 121, PT 131, PT 132 and SC 253.  Co-requisites:  PT 141 and 142. Contact Hours: (1,2)",,2,Allied Health & Phys Education,,
PT,Physical Therapy,Clinical Fieldwork I,206,"Clinical Fieldwork I begins the fieldwork series for the PTA student.  Five weeks (200 hours) of full-time clinical experience are required. The student now has the opportunity to interact with patients and professional staff in a health care facility. This placement allows the student to gain experience in the skilled application of techniques learned in PT 121, PT 131, PT 132, PT 141, PT 142 and PT 143, including ambulation and transfer training, modality application and therapeutic exercise. Prerequisites:  PT 121, PT 131, PT 132, PT 141, PT 142, PT 143, SC 253 and SC 254. Student must be First Aid and CPR certified and provide all required CPR, First Aid and health record documentation. Contact Hours: (0,0)",,3,Allied Health & Phys Education,,
